,number_of_rooms,area,storey_number,total_storey_number,price,district,complex_name,year,condition
4019,2,51.1,1,5,17000000,Алматы,,1990,требует
4020,3,61.0,6,6,20500000,Алматы,,1993,хорошее
4021,2,64.6,6,8,32000000,Есиль,Paris,2020,
4022,1,44.3,5,10,20000000,Есиль,Apple City,2021,евроремонт
4023,3,53.5,2,5,19000000,Алматы,,1980,требует
4024,3,71.0,6,9,27000000,,Самгау,2020,евроремонт
4025,3,99.7,7,9,40000000,Есиль,,2009,евроремонт
4026,1,43.0,10,10,23000000,Есиль,,2019,евроремонт
4027,1,43.3,5,17,15000000,Алматы,Нур Отау,2009,среднее
4028,2,63.2,12,16,18300000,Алматы,Мирас,2006,
4029,4,162.0,10,10,63000000,Есиль,Нурсая Бонита,2009,
4030,9,455.0,18,21,165000000,,Сезам,2006,
4031,3,77.0,9,10,27000000,Сарыарка,Дружба,2007,среднее
4032,1,10.0,5,5,3000000,,,1991,среднее
4033,1,33.0,4,9,9100000,Алматы,,2021,черновая
4034,3,90.0,7,9,39000000,Есиль,SClub,2020,черновая
4035,2,48.0,5,10,21300000,Алматы,Holland,2021,черновая
4036,2,69.0,1,10,23115000,Есиль,Apple City,2020,
4037,1,18.0,3,5,9500000,Алматы,Солнечный город,2008,хорошее
4038,5,219.0,2,9,80000000,Есиль,Коркем,2017,хорошее
4039,1,39.0,7,9,12700000,Есиль,Достар,2010,
4040,2,64.0,6,9,19000000,Алматы,Жасыл Астана,2020,черновая
4041,3,91.0,5,9,31500000,,Жетысу,2005,хорошее
4042,5,248.0,21,34,154000000,,Хайвил Астана,2014,хорошее
4043,3,110.0,19,21,39000000,,Шапагат нуры,2007,
4044,3,101.0,7,10,55000000,Есиль,BI City,2017,евроремонт
4045,2,87.0,13,18,23500000,Сарыарка,Эмират,2016,хорошее
4046,3,89.0,8,12,24000000,Есиль,,2014,
4047,5,266.4,3,5,150000000,Есиль,Грин виладж,2008,евроремонт
4048,4,140.2,5,8,125000000,Алматы,Английский квартал,2012,евроремонт
4049,3,139.0,5,5,61000000,Алматы,Городской романс,2011,евроремонт
4050,2,67.0,9,20,19900000,Алматы,,2012,
4051,2,47.1,2,16,15300000,Сарыарка,Тамыз,2008,хорошее
4052,2,50.0,8,9,21999999,Есиль,,2015,хорошее
4053,2,66.0,5,5,19800000,Алматы,,2006,
4054,4,138.0,3,6,67500000,Есиль,Черёмушки,2016,
4055,2,48.0,2,5,16800000,,,1981,
4056,2,87.49,5,8,33000000,Есиль,,2021,черновая
4057,1,43.01,2,14,21000000,,Алмалы,2016,хорошее
4058,5,215.6,5,6,49500000,,,2000,евроремонт
4059,3,84.5,8,9,38000000,Алматы,Akbulak Town,2014,
4060,1,30.2,5,5,11000000,,,1980,
4061,1,38.1,2,14,14500000,Есиль,Алтын Шар,2016,
4062,3,106.0,7,9,45000000,Есиль,Capital Park,2020,
4063,2,58.0,5,10,18500000,Есиль,,2017,хорошее
4064,3,107.0,7,13,36000000,,Айя,2011,хорошее
4065,3,101.0,2,16,48000000,Есиль,Park Avenue,2020,черновая
4066,3,130.0,8,20,46000000,,7 Континент,2007,евроремонт
4067,2,33.2,5,9,19200000,Есиль,Sezim Qala,2020,
4068,3,104.4,6,12,60000000,Есиль,Capital Park,2020,евроремонт
4069,1,43.65,2,12,15500000,Есиль,Athletic,2021,
4070,3,67.3,4,14,21000000,,Ален,2016,хорошее
4071,1,50.0,14,14,18200000,Сарыарка,Сапа,2007,евроремонт
4072,2,65.0,5,14,35000000,Есиль,Park Avenue,2018,евроремонт
4073,2,47.0,2,13,17200000,Алматы,,2017,евроремонт
4074,2,52.0,1,8,17000000,Алматы,Юпитер,2020,евроремонт
4075,1,40.0,2,9,13000000,,Лея Коктал,2020,свободная
4076,4,126.0,7,10,90000000,Есиль,,2017,евроремонт
4077,3,86.0,3,7,32000000,Алматы,Спутник,2020,евроремонт
4078,1,40.0,4,7,16500000,,,2018,евроремонт
4079,3,85.0,2,6,48000000,Есиль,Comfort Town,2016,евроремонт
4080,2,66.0,12,14,20800000,Алматы,,2009,среднее
4081,2,66.8,15,16,20800000,,Кампус,2010,хорошее
4082,1,38.0,6,8,16500000,Алматы,Adal,2020,евроремонт
4083,1,37.0,2,2,12400000,,,1989,евроремонт
4084,3,94.0,7,9,32500000,Есиль,Алтын Шар,2017,хорошее
4085,3,83.0,8,9,27000000,Алматы,Эльбрус,2020,евроремонт
4086,1,31.1,5,5,10800000,Сарыарка,,1967,хорошее
4087,2,45.8,2,3,14100000,Сарыарка,,1991,евроремонт
4088,1,38.0,2,9,11800000,Алматы,Меркурий,2020,евроремонт
4089,1,51.24,5,8,19500000,Есиль,,2021,черновая
4090,4,102.1,17,18,33000000,Сарыарка,,2020,евроремонт
4091,2,52.6,8,9,25000000,Есиль,,2011,евроремонт
4092,2,75.1,14,14,22500000,Алматы,Мария,2010,хорошее
4093,1,40.0,8,9,14300000,Есиль,Керемет,2014,хорошее
4094,2,50.0,1,5,15500000,Алматы,,1986,хорошее
4095,3,94.0,6,7,31000000,Алматы,Сказка,2019,евроремонт
4096,4,136.0,8,10,50000000,Есиль,Тулпар,2005,евроремонт
4097,3,120.0,17,19,33500000,Сарыарка,Монблан де,2015,евроремонт
4098,1,37.0,7,10,12500000,Сарыарка,,2011,хорошее
4099,2,49.29,3,10,18900000,Сарыарка,Ak bars,2021,
4100,2,61.77,1,9,13280550,Алматы,Sancy,2022,
4101,3,98.0,7,12,45000000,Есиль,АСИ,2014,среднее
4102,2,67.2,5,13,19800000,Сарыарка,Qazanat,2020,черновая
4103,4,143.0,19,28,80000000,Алматы,Хайвил Астана,2016,евроремонт
4104,2,58.0,10,24,22000000,Алматы,Байконур,2010,евроремонт
4105,3,67.4,4,5,28000000,Алматы,,2017,хорошее
4106,3,89.1,6,12,30000000,Есиль,,2015,хорошее
4107,3,80.93,3,9,30000000,Алматы,Алтын Босага,2015,хорошее
4108,1,36.0,5,5,9000000,Сарыарка,,1988,среднее
4109,2,60.0,6,9,22500000,Есиль,College,2020,черновая
4110,3,84.0,10,13,26000000,Есиль,,2021,требует
4111,5,280.0,12,28,153000000,Алматы,Хайвил Астана,2004,евроремонт
4112,3,150.0,12,17,39900000,,Фаворит,2010,евроремонт
4113,4,100.0,3,9,34000000,Есиль,Елорда Даму,2018,хорошее
4114,1,44.0,11,12,11500000,Есиль,,2018,черновая
4115,3,84.0,5,9,28000000,Алматы,Меретти,2008,хорошее
4116,3,120.0,3,7,83000000,Есиль,Премьера,2017,евроремонт
4117,3,145.0,5,20,81000000,Алматы,Хайвил Астана,2015,евроремонт
4118,3,120.0,2,9,38000000,,,1999,хорошее
4119,3,96.0,12,25,52000000,Алматы,Хайвил Астана,2016,евроремонт
4120,3,60.0,7,9,20000000,Сарыарка,,1973,среднее
4121,3,80.0,10,12,42000000,Есиль,BI City,2018,евроремонт
4122,3,75.0,17,25,29500000,,Эгалите,2011,хорошее
4123,3,137.0,4,4,80000000,Есиль,Deluxe Town,2015,евроремонт
4124,3,168.0,4,5,89000000,Алматы,,2014,евроремонт
4125,3,96.0,11,25,52000000,Алматы,Хайвил Астана,2014,евроремонт
4126,4,107.0,7,9,50000000,Есиль,Сауран,2005,евроремонт
4127,1,45.0,6,6,12000000,,,2019,требует
4128,2,64.7,9,9,24600000,Алматы,,2005,хорошее
4129,4,151.0,8,9,70000000,Сарыарка,,2000,хорошее
4130,1,30.3,2,5,12000000,Алматы,,1980,
4131,1,35.8,16,16,20000000,Есиль,Nova City,2019,евроремонт
4132,3,71.0,14,16,27000000,Есиль,Nova City,2018,евроремонт
4133,3,64.0,3,9,24000000,Алматы,Кайнар,2006,
4134,1,42.0,2,9,15500000,Есиль,Barys City,2020,черновая
4135,4,201.3,6,7,118000000,Есиль,Europe Рalace,2014,
4136,2,55.0,6,9,18800000,Алматы,Достар,2008,
4137,4,150.0,3,,97000000,Есиль,Europe Рalace,2015,
4138,1,44.5,8,9,11000000,Сарыарка,Техникум,2021,черновая
4139,3,90.9,6,12,28000000,Сарыарка,,2011,
4140,2,50.0,5,9,18300000,Есиль,Градокомплекс,2011,хорошее
4141,2,49.0,5,5,23000000,,,1980,хорошее
4142,4,126.0,7,8,55000000,Есиль,Улпан,2018,евроремонт
4143,2,70.0,2,12,36000000,Есиль,,2019,евроремонт
4144,2,52.0,2,15,20300000,Алматы,,2002,евроремонт
4145,2,73.0,10,15,36000000,Есиль,Коркем,2017,евроремонт
4146,1,53.0,6,13,19800000,Есиль,Отандастар,2010,хорошее
4147,2,70.0,8,10,27200000,,Ален,2017,евроремонт
4148,3,69.9,4,5,25000000,Сарыарка,,1992,хорошее
4149,4,162.0,3,11,59000000,Сарыарка,Фортуна,2004,евроремонт
4150,2,60.0,12,21,26500000,Алматы,,2018,хорошее
4151,2,49.9,1,9,22500000,Есиль,Энергетик,2015,евроремонт
4152,1,50.0,5,21,28000000,Есиль,Highvill Park,2020,евроремонт
4153,3,84.0,16,18,32000000,Алматы,Магистральный,2015,евроремонт
4154,2,96.8,12,13,42000000,Алматы,Теремок,2014,евроремонт
4155,1,34.0,2,8,13500000,Есиль,Кристалл,2020,хорошее
4156,2,43.2,3,5,15500000,Сарыарка,,1967,хорошее
4157,3,96.0,7,9,28700000,Алматы,Азат,2008,евроремонт
4158,1,52.0,6,9,19900000,Есиль,АСИ,2015,хорошее
4159,2,80.0,10,20,35000000,Алматы,Сказочный мир,2014,евроремонт
4160,2,45.0,4,6,16900000,Сарыарка,,1989,хорошее
4161,2,37.0,5,8,15500000,Есиль,Камал,2017,хорошее
4162,1,36.7,4,6,11900000,Сарыарка,,2011,хорошее
4163,2,60.0,5,6,17000000,Есиль,Акку,2016,евроремонт
4164,3,127.0,1,3,49000000,Алматы,Ак Булак,2002,хорошее
4165,3,128.0,12,25,68000000,,Хайвил Астана,2013,евроремонт
4166,1,33.0,8,9,14300000,Есиль,InjuArena,2020,
4167,1,50.0,3,12,16000000,Есиль,,2009,
4168,4,169.0,3,18,69755000,Есиль,На Водно,2011,евроремонт
4169,1,39.0,10,12,15000000,Алматы,Турсын Астана,2012,хорошее
4170,3,128.0,12,25,68000000,,Хайвил Астана,2013,евроремонт
4171,2,53.0,8,10,26500000,Есиль,Manhattan,2019,евроремонт
4172,2,54.5,14,15,22000000,,Жар Жар,2010,хорошее
4173,2,59.0,10,24,21900000,Алматы,7Я,2015,
4174,2,56.0,5,9,21000000,Есиль,Градкомплекс,2011,хорошее
4175,3,113.0,2,10,36000000,Алматы,Ак Шанырак,2013,евроремонт
4176,2,60.05,6,10,17000000,Алматы,,2015,
4177,3,67.0,9,9,20000000,Алматы,,1990,евроремонт
4178,4,152.0,2,9,56000000,,Экодом,2019,евроремонт
4179,2,50.0,6,9,23000000,Есиль,,2014,евроремонт
4180,2,60.0,14,14,17500000,Алматы,Кахарман,2009,хорошее
4181,1,41.0,2,9,18500000,,Айя,2016,хорошее
4182,3,75.0,8,17,23300000,Алматы,Магистральный,2013,евроремонт
4183,2,57.5,7,,27000000,Алматы,,2017,хорошее
4184,1,40.0,3,9,18000000,,Байконыс,2014,хорошее
4185,3,75.7,7,9,25000000,Алматы,Степной,2012,хорошее
4186,1,26.0,1,5,9800000,Алматы,Солнечный город,2010,требует
4187,3,76.0,19,21,41500000,Есиль,,2018,евроремонт
4188,1,37.0,5,8,16299999,Есиль,Арнау,2016,евроремонт
4189,3,61.0,5,5,15700000,Алматы,,1996,
4190,2,42.1,2,,16000000,,,1976,хорошее
4191,1,40.0,3,10,16000000,Алматы,Отан,2019,евроремонт
4192,1,60.0,5,12,30000000,Алматы,Premier Palace,2018,евроремонт
4193,1,30.0,1,5,9500000,Сарыарка,,1978,хорошее
4194,3,72.0,6,18,30500000,Есиль,Мисон,2012,евроремонт
4195,2,57.0,3,9,19000000,Алматы,Достар,2007,хорошее
4196,1,36.0,5,6,10700000,Алматы,,1992,
4197,3,88.0,1,9,36800000,Алматы,Akbulak Town,2015,
4198,1,41.0,20,22,15000000,Алматы,Коркем Tower,2020,черновая
4199,1,53.3,4,9,21500000,,Тараз,2007,евроремонт
4200,2,48.9,6,10,16000000,Алматы,Азат,2012,хорошее
4201,1,37.53,1,7,13800000,Есиль,Family Town,2014,хорошее
4202,3,94.3,9,9,29350000,Есиль,Алтын Шар,2018,хорошее
4203,4,74.0,5,5,22300000,Алматы,,1992,хорошее
4204,1,35.0,5,5,12500000,,,1982,
4205,3,69.0,9,10,26000000,,,2020,
4206,4,110.0,6,12,42500000,Есиль,Лазурный квартал,2011,
4207,2,45.0,1,5,17000000,,,2004,хорошее
4208,2,83.7,5,8,32000000,Есиль,,2007,евроремонт
4209,3,85.0,2,12,33500000,Есиль,Only Sun,2020,черновая
4210,1,18.0,3,5,4000000,,,1976,хорошее
4211,1,38.94,3,9,13800000,,College,2020,
4212,3,89.1,4,5,29000000,,,2006,среднее
4213,1,41.0,12,14,17200000,,Light House,2018,евроремонт
4214,3,87.0,9,12,35000000,Есиль,Сармат,2012,евроремонт
4215,1,48.0,4,6,21000000,Сарыарка,,2007,евроремонт
4216,3,117.0,10,12,37500000,Алматы,,2006,евроремонт
4217,2,54.1,2,5,18500000,Алматы,,1991,хорошее
4218,3,89.25,8,9,39500000,Есиль,SClub,2021,черновая
4219,2,60.0,10,13,18300000,Есиль,,2011,евроремонт
4220,2,54.7,7,9,21000000,Алматы,,2003,евроремонт
4221,1,47.0,5,9,17000000,Есиль,,2015,хорошее
4222,1,33.0,8,10,12700000,Алматы,По Ш.Кудайбердыулы,2004,среднее
4223,2,67.0,7,9,30000000,Алматы,Австрийский квартал,2019,
4224,1,42.0,8,38,20000000,Есиль,Северное сияние,2009,хорошее
4225,1,29.0,10,15,8600000,Сарыарка,,2015,требует
4226,3,95.0,2,13,30000000,Сарыарка,Медина,2016,хорошее
4227,2,63.0,1,9,20000000,Алматы,,2007,требует
4228,1,41.8,9,13,15000000,Есиль,,2012,хорошее
4229,2,58.0,14,18,26500000,Есиль,Зелёный квартал,2021,черновая
4230,1,35.0,4,13,15500000,Алматы,,2018,евроремонт
4231,2,68.0,5,9,22000000,Есиль,,2020,черновая
4232,3,136.0,9,10,42000000,Есиль,Ишим,2011,
4233,3,62.0,5,5,21000000,Алматы,,1984,хорошее
4234,6,155.0,3,18,72000000,,7 Континент,2007,евроремонт
4235,1,37.83,9,10,11500000,Есиль,Бухар Жырау,2021,черновая
4236,3,90.0,4,18,47500000,Есиль,Зелёный квартал,2018,евроремонт
4237,1,58.0,2,5,18500000,Есиль,,2016,хорошее
4238,2,68.0,9,9,24800000,Алматы,Анфилада,2006,евроремонт
4239,3,68.11,5,8,32000000,Есиль,Atlant,2022,требует
4240,1,40.0,2,7,15500000,Алматы,,2018,евроремонт
4241,1,42.0,8,9,16500000,Есиль,Театральный,2019,хорошее
4242,2,50.0,4,5,13000000,Алматы,,1975,хорошее
4243,1,31.0,5,5,10500000,Сарыарка,,1964,хорошее
4244,3,105.0,3,9,42000000,Сарыарка,,2007,хорошее
4245,1,31.0,5,5,12500000,Сарыарка,,1980,хорошее
4246,2,50.0,3,5,14000000,Сарыарка,,1992,требует
4247,1,36.0,4,4,12500000,Сарыарка,Эталон,2011,евроремонт
4248,2,51.0,3,6,17599999,Алматы,,1990,евроремонт
4249,1,40.0,3,9,15799999,Есиль,Nova City,2016,евроремонт
4250,1,32.0,4,4,9000000,Сарыарка,,1980,хорошее
4251,4,180.0,2,7,114999999,Есиль,Sultan apartaments,2015,хорошее
4252,1,25.0,8,15,10200000,Алматы,Жигер,2018,среднее
4253,3,92.36,19,19,46500000,Есиль,Esil Riverside,2022,
4254,3,90.0,25,25,23000000,Сарыарка,Свечки,2010,евроремонт
4255,2,63.7,12,16,26000000,Сарыарка,Столичный,2008,хорошее
4256,1,18.0,3,5,5200000,Алматы,,1980,
4257,1,38.0,14,15,16799999,Есиль,Времена года.,2016,евроремонт
4258,2,65.55,14,18,30000000,Есиль,Panorama Park,2021,черновая
